inventory_id,warehouse_id,product_id,stock_qty,reorder_point,last_restocked_at
516,3,287,107,17,2025-03-08 09:27:17+00:00
517,3,289,155,30,2023-04-26 09:09:37+00:00
518,3,291,151,16,2024-10-29 19:13:30+00:00
519,3,292,198,59,2023-11-01 05:22:33+00:00
520,3,298,44,24,2024-03-29 20:05:42+00:00
521,3,301,89,47,2025-07-06 17:54:35+00:00
522,3,307,13,39,2023-02-23 14:52:17+00:00
523,3,309,117,24,2022-10-03 13:52:02+00:00
524,3,315,173,7,2024-04-08 22:10:24+00:00
525,3,316,49,24,2025-02-16 18:26:43+00:00
526,3,321,173,31,2023-08-28 02:15:08+00:00
527,3,322,81,43,2023-06-11 00:33:55+00:00
528,3,323,102,26,2024-12-08 00:38:28+00:00
529,3,326,113,41,2022-11-16 04:10:43+00:00
530,3,327,293,20,2024-09-01 06:13:17+00:00
531,3,329,148,34,2024-11-07 03:30:41+00:00
532,3,330,116,59,2024-10-12 13:36:16+00:00
533,3,331,178,46,2024-04-30 12:30:25+00:00
534,3,332,105,24,2024-06-29 18:33:16+00:00
535,3,335,149,32,2023-07-05 11:48:14+00:00
536,3,342,98,46,2025-07-16 01:17:40+00:00
537,3,343,60,26,2025-08-08 00:26:35+00:00
538,3,344,179,35,2023-06-09 19:30:16+00:00
539,3,345,172,24,2025-05-09 05:11:18+00:00
540,3,347,175,26,2023-05-23 10:17:34+00:00
541,3,349,214,48,2024-06-06 21:50:55+00:00
542,3,352,160,60,2024-03-20 20:02:09+00:00
543,3,353,154,27,2024-05-23 08:48:14+00:00
544,3,354,226,42,2023-04-21 17:52:13+00:00
545,3,355,206,39,2022-11-22 04:11:44+00:00
546,3,358,203,24,2024-10-23 13:30:53+00:00
547,3,360,57,16,2024-03-10 02:27:13+00:00
548,3,362,179,7,2024-02-07 23:55:54+00:00
549,3,363,27,15,2022-12-19 04:45:14+00:00
550,3,367,147,43,2023-02-24 04:11:57+00:00
551,3,368,85,49,2024-07-06 20:57:56+00:00
552,3,379,153,55,2023-03-24 03:02:49+00:00
553,3,381,190,27,2024-11-26 07:17:55+00:00
554,3,385,146,34,2025-01-23 02:32:54+00:00
555,3,390,162,40,2024-12-09 06:44:26+00:00
556,3,391,136,48,2023-09-19 01:23:04+00:00
557,3,393,138,48,2023-01-31 18:59:59+00:00
558,3,399,136,35,2023-05-14 08:16:52+00:00
559,3,400,189,51,2023-06-19 08:31:56+00:00
560,3,403,209,46,2024-05-16 04:25:34+00:00
561,3,404,122,40,2025-08-07 22:43:26+00:00
562,3,406,144,11,2024-05-22 16:02:38+00:00
563,3,413,67,60,2025-02-06 20:35:57+00:00
564,3,414,131,15,2023-11-30 00:31:01+00:00
565,3,418,127,39,2025-01-05 12:43:27+00:00
566,3,423,61,71,2023-04-14 21:46:08+00:00
567,3,425,202,49,2024-11-10 18:22:28+00:00
568,3,428,123,44,2022-11-18 01:08:16+00:00
569,3,430,185,44,2022-11-26 23:57:07+00:00
570,3,432,94,40,2024-06-07 20:39:11+00:00
571,3,433,142,41,2024-09-10 21:51:11+00:00
572,3,434,72,41,2025-04-19 22:47:26+00:00
573,3,437,134,40,2025-06-02 11:25:29+00:00
574,3,442,146,15,2023-08-28 05:35:14+00:00
575,3,443,185,48,2025-06-16 18:04:28+00:00
576,3,445,53,35,2024-02-09 14:56:38+00:00
577,3,446,82,30,2023-05-22 21:20:11+00:00
578,3,453,193,45,2023-06-14 10:55:28+00:00
579,3,454,251,38,2023-05-04 09:44:18+00:00
580,3,455,66,38,2023-07-12 11:26:03+00:00
581,3,458,23,63,2025-08-29 05:13:26+00:00
582,3,460,148,43,2024-04-05 20:14:40+00:00
583,3,462,141,23,2023-07-29 05:27:06+00:00
584,3,465,124,24,2025-01-14 00:28:33+00:00
585,3,468,100,41,2025-07-02 19:38:19+00:00
586,3,469,58,60,2023-11-14 19:16:22+00:00
587,3,470,66,48,2023-12-02 12:10:54+00:00
588,3,472,91,17,2023-01-13 21:16:48+00:00
589,3,473,152,38,2023-01-19 13:56:31+00:00
590,3,477,115,35,2023-07-23 05:27:34+00:00
591,3,480,91,42,2023-07-26 09:19:58+00:00
592,3,481,99,36,2023-06-26 13:52:33+00:00
593,3,482,194,15,2023-11-19 00:15:45+00:00
594,3,485,93,25,2024-06-08 17:23:10+00:00
595,3,487,79,15,2024-03-20 13:29:40+00:00
596,3,489,110,37,2023-09-27 14:12:24+00:00
597,3,493,119,11,2024-06-12 01:39:53+00:00
598,3,496,166,45,2022-09-22 09:08:07+00:00
599,3,497,130,20,2022-09-24 03:27:17+00:00
600,3,498,74,64,2024-05-08 18:46:03+00:00
601,4,1,228,42,2023-07-16 06:17:48+00:00
602,4,4,71,53,2024-01-06 15:00:26+00:00
603,4,5,135,60,2023-05-02 18:38:13+00:00
604,4,8,91,42,2023-12-25 05:30:18+00:00
605,4,10,112,46,2023-03-30 14:51:13+00:00
606,4,14,87,48,2024-07-22 01:38:07+00:00
607,4,21,102,21,2023-08-05 12:17:25+00:00
608,4,22,159,38,2024-11-23 09:34:45+00:00
609,4,23,10,34,2023-10-10 04:04:52+00:00
610,4,26,131,37,2025-05-27 20:54:54+00:00
611,4,29,247,25,2022-09-13 00:01:30+00:00
612,4,30,124,9,2023-11-15 22:52:08+00:00
613,4,33,38,26,2023-03-24 06:47:39+00:00
614,4,34,117,32,2024-07-07 16:14:23+00:00
615,4,37,162,45,2023-05-31 21:03:07+00:00
616,4,40,185,32,2024-07-18 22:46:21+00:00
617,4,41,154,24,2024-12-27 22:43:49+00:00
618,4,45,146,42,2025-04-14 17:06:05+00:00
619,4,46,94,23,2025-08-10 21:10:41+00:00
620,4,47,85,73,2024-10-07 12:49:37+00:00
621,4,53,119,25,2024-01-14 04:09:47+00:00
622,4,56,131,51,2024-10-18 02:24:52+00:00
623,4,58,144,31,2024-07-12 13:41:23+00:00
624,4,61,48,30,2025-02-25 04:24:59+00:00
625,4,63,53,40,2025-05-28 10:49:36+00:00
626,4,66,215,50,2024-03-30 20:32:22+00:00
627,4,67,89,20,2023-04-23 02:29:57+00:00
628,4,70,41,41,2024-12-08 22:45:47+00:00
629,4,72,158,46,2023-03-09 07:23:08+00:00
630,4,75,144,16,2023-11-26 20:10:40+00:00
631,4,77,9,51,2024-10-28 07:33:10+00:00
632,4,79,74,63,2023-11-14 15:28:07+00:00
633,4,90,11,18,2024-11-01 18:49:19+00:00
634,4,91,68,38,2025-07-03 07:59:03+00:00
635,4,92,163,26,2024-01-21 05:16:28+00:00
636,4,96,159,15,2025-03-01 04:04:03+00:00
637,4,98,94,16,2024-08-28 10:56:37+00:00
638,4,99,90,25,2023-06-09 00:37:47+00:00
639,4,103,142,86,2023-09-19 01:17:53+00:00
640,4,104,41,31,2024-07-04 18:08:27+00:00
641,4,105,164,35,2025-04-12 07:06:16+00:00
642,4,111,208,19,2025-08-03 13:31:53+00:00
643,4,114,170,22,2025-03-02 04:06:11+00:00
644,4,119,172,37,2023-12-28 17:12:28+00:00
645,4,122,138,25,2025-03-11 03:43:24+00:00
646,4,123,12,18,2024-03-02 05:12:53+00:00
647,4,124,166,30,2024-01-02 23:12:32+00:00
648,4,129,167,14,2025-02-13 21:57:06+00:00
649,4,130,162,49,2024-11-01 18:53:57+00:00
650,4,131,18,39,2024-09-21 07:57:22+00:00
651,4,132,240,23,2022-12-28 04:56:41+00:00
652,4,133,183,35,2023-08-25 02:42:44+00:00
653,4,135,175,28,2024-01-07 00:21:29+00:00
654,4,136,77,28,2023-02-20 01:22:29+00:00
655,4,141,102,25,2025-01-20 03:13:19+00:00
656,4,149,71,51,2023-02-06 22:36:56+00:00
657,4,151,89,16,2022-10-23 15:41:20+00:00
658,4,152,67,42,2024-12-12 11:11:47+00:00
659,4,155,19,42,2023-09-16 23:58:40+00:00
660,4,157,166,53,2024-10-08 08:45:36+00:00
661,4,161,97,22,2025-03-08 07:35:47+00:00
662,4,165,134,36,2022-12-30 06:44:10+00:00
663,4,166,203,35,2025-02-28 01:31:09+00:00
664,4,169,98,14,2025-01-12 02:06:11+00:00
665,4,170,111,35,2025-01-11 08:04:09+00:00
666,4,172,195,36,2024-10-08 16:08:56+00:00
667,4,175,205,53,2022-11-06 05:58:06+00:00
668,4,181,78,17,2024-02-06 10:10:07+00:00
669,4,183,86,31,2024-12-22 05:21:49+00:00
670,4,186,76,45,2022-09-09 13:50:50+00:00
671,4,187,165,53,2025-02-25 21:40:57+00:00
672,4,188,141,28,2022-12-13 20:11:07+00:00
673,4,190,149,21,2024-05-27 00:23:04+00:00
674,4,191,133,23,2024-10-29 05:36:21+00:00
675,4,193,194,14,2023-06-26 17:08:01+00:00
676,4,195,175,48,2024-01-20 16:31:01+00:00
677,4,196,122,40,2025-03-20 19:12:07+00:00
678,4,198,137,54,2024-05-17 05:13:43+00:00
679,4,199,224,35,2022-10-24 20:26:57+00:00
680,4,202,223,25,2024-04-23 00:13:15+00:00
681,4,203,149,41,2025-02-19 22:48:33+00:00
682,4,204,49,39,2024-09-16 06:55:59+00:00
683,4,206,84,46,2023-02-06 16:33:05+00:00
684,4,209,71,8,2025-08-17 08:34:20+00:00
685,4,210,46,35,2023-05-28 22:40:44+00:00
686,4,213,143,40,2024-04-25 02:21:26+00:00
687,4,214,79,46,2024-10-01 02:26:16+00:00
688,4,217,92,31,2024-11-25 03:47:53+00:00
689,4,220,183,32,2024-06-16 18:56:39+00:00
690,4,221,12,45,2025-04-24 22:25:50+00:00
691,4,224,124,29,2022-12-30 23:06:27+00:00
692,4,225,202,25,2023-11-03 00:23:32+00:00
693,4,226,164,37,2025-05-03 04:30:34+00:00
694,4,227,280,7,2025-05-28 09:25:20+00:00
695,4,229,136,40,2025-03-03 18:20:16+00:00
696,4,231,190,28,2024-10-11 13:18:43+00:00
697,4,232,86,55,2022-11-27 01:51:47+00:00
698,4,233,99,39,2023-12-27 23:22:23+00:00
699,4,236,121,40,2024-10-06 10:59:46+00:00
700,4,237,44,26,2022-10-24 07:22:31+00:00
701,4,243,121,36,2022-09-16 18:15:01+00:00
702,4,245,190,42,2025-04-22 06:23:47+00:00
703,4,248,159,34,2024-05-21 04:47:31+00:00
704,4,251,200,25,2023-02-14 14:50:50+00:00
705,4,252,119,12,2022-12-05 16:33:53+00:00
706,4,253,61,47,2025-05-29 10:17:44+00:00
707,4,255,121,7,2023-06-23 18:18:43+00:00
708,4,263,122,31,2023-10-08 09:59:59+00:00
709,4,265,56,39,2024-05-29 18:18:47+00:00
710,4,266,108,35,2023-10-14 19:13:51+00:00
711,4,267,181,25,2023-04-19 06:35:13+00:00
712,4,268,189,30,2022-12-12 16:36:01+00:00
713,4,269,109,54,2023-01-09 11:01:32+00:00
714,4,270,147,28,2024-01-04 11:44:15+00:00
715,4,276,117,38,2024-06-27 23:57:19+00:00
716,4,278,37,44,2023-01-28 16:37:12+00:00
717,4,279,124,15,2023-10-21 23:52:05+00:00
718,4,282,67,47,2023-03-18 11:17:28+00:00
719,4,284,48,67,2024-05-01 00:48:37+00:00
720,4,285,60,37,2025-06-15 10:27:51+00:00
721,4,289,38,33,2024-08-27 09:52:15+00:00
722,4,293,92,42,2024-11-03 08:45:08+00:00
723,4,297,135,29,2023-09-20 17:31:51+00:00
724,4,298,252,46,2023-06-24 07:06:14+00:00
725,4,299,79,39,2022-11-06 16:47:48+00:00
726,4,303,59,25,2024-10-11 10:07:54+00:00
727,4,304,197,26,2025-09-08 02:41:09+00:00
728,4,312,131,17,2023-02-21 16:26:36+00:00
729,4,317,169,36,2024-04-13 20:57:37+00:00
730,4,319,122,48,2025-02-14 15:22:49+00:00
731,4,322,220,46,2022-10-22 18:59:02+00:00
732,4,324,18,40,2024-04-08 19:00:58+00:00
733,4,325,138,17,2022-10-21 16:56:22+00:00
734,4,326,25,28,2024-03-12 06:58:13+00:00
735,4,328,104,33,2023-08-01 14:26:37+00:00
736,4,330,77,36,2025-05-09 18:06:25+00:00
737,4,332,139,29,2023-08-26 19:35:57+00:00
738,4,334,144,25,2025-01-08 14:59:22+00:00
739,4,339,27,34,2023-12-11 14:32:03+00:00
740,4,340,174,74,2023-02-11 22:55:24+00:00
741,4,341,16,26,2024-12-01 22:34:51+00:00
742,4,344,68,38,2024-03-02 01:47:31+00:00
743,4,345,68,35,2022-11-02 23:00:05+00:00
744,4,349,180,22,2024-02-11 18:23:09+00:00
745,4,356,117,58,2024-01-21 14:36:20+00:00
746,4,359,174,9,2023-05-28 17:40:45+00:00
747,4,360,246,23,2023-07-22 13:20:17+00:00
748,4,361,139,27,2024-02-18 07:45:47+00:00
749,4,362,94,23,2022-11-27 23:25:28+00:00
750,4,365,159,22,2023-09-28 01:47:27+00:00
751,4,367,46,25,2025-05-05 02:54:41+00:00
752,4,368,121,5,2022-10-08 03:18:13+00:00
753,4,375,169,23,2025-05-22 15:54:18+00:00
754,4,386,165,55,2023-09-02 19:46:11+00:00
755,4,389,140,42,2023-12-15 12:47:33+00:00
756,4,393,95,24,2023-11-21 12:00:00+00:00
757,4,396,8,31,2024-03-25 09:00:14+00:00
758,4,400,89,11,2023-07-12 12:52:01+00:00
759,4,401,138,57,2024-07-18 17:03:26+00:00
760,4,403,146,51,2023-05-26 17:45:43+00:00
761,4,405,106,19,2023-12-03 22:44:11+00:00
762,4,406,126,29,2023-01-19 19:10:48+00:00
763,4,409,54,49,2023-05-18 23:52:19+00:00
764,4,411,132,24,2023-08-28 20:33:19+00:00
765,4,412,134,32,2022-09-20 07:29:34+00:00
766,4,415,159,58,2025-01-03 06:03:43+00:00
767,4,419,85,16,2025-08-14 23:09:46+00:00
768,4,421,205,70,2023-12-23 09:13:17+00:00
769,4,423,86,20,2024-03-14 05:30:58+00:00
770,4,424,50,34,2025-02-23 17:18:47+00:00
771,4,427,129,30,2023-05-17 19:42:53+00:00
772,4,429,173,22,2023-12-20 03:16:05+00:00
773,4,431,87,15,2025-01-10 10:00:47+00:00
774,4,436,206,50,2023-10-10 10:00:25+00:00
775,4,439,201,21,2023-10-20 09:30:05+00:00
776,4,443,203,38,2024-11-19 15:22:27+00:00
777,4,445,166,43,2023-05-15 19:34:51+00:00
778,4,446,104,32,2024-01-26 01:48:15+00:00
779,4,448,31,26,2025-04-26 10:39:26+00:00
780,4,458,109,17,2025-09-02 16:17:09+00:00
781,4,460,129,53,2023-04-07 09:48:30+00:00
782,4,461,94,20,2024-02-26 19:25:48+00:00
783,4,463,72,37,2024-12-11 01:49:36+00:00
784,4,464,228,37,2024-05-08 13:42:51+00:00
785,4,467,127,16,2024-02-07 23:22:46+00:00
786,4,468,143,44,2023-07-21 06:43:35+00:00
787,4,469,99,34,2023-07-14 17:32:11+00:00
788,4,471,84,45,2025-04-24 17:13:46+00:00
789,4,474,203,40,2022-11-01 06:13:07+00:00
790,4,475,154,35,2024-06-07 06:41:17+00:00
791,4,483,85,23,2025-03-31 08:36:38+00:00
792,4,486,99,36,2022-10-14 23:42:47+00:00
793,4,487,123,49,2023-11-13 03:35:23+00:00
794,4,488,168,56,2024-11-28 11:52:26+00:00
795,4,490,170,31,2025-05-10 12:12:29+00:00
796,4,495,129,10,2025-07-03 23:09:46+00:00
797,4,497,223,26,2023-01-25 01:05:08+00:00
798,4,498,99,61,2024-01-15 18:34:15+00:00
799,4,499,59,25,2023-11-01 14:11:08+00:00
800,4,500,120,26,2024-06-19 15:25:46+00:00
801,5,4,129,38,2023-07-20 00:19:09+00:00
802,5,5,162,33,2024-05-27 22:00:30+00:00
803,5,7,165,29,2024-06-06 18:22:41+00:00
804,5,9,160,52,2025-06-22 04:41:52+00:00
805,5,11,20,31,2024-07-25 21:37:23+00:00
806,5,12,135,6,2025-06-01 09:50:53+00:00
807,5,15,68,39,2024-06-16 18:37:53+00:00
808,5,16,85,46,2023-05-15 05:37:03+00:00
809,5,23,123,34,2023-01-23 22:05:42+00:00
810,5,28,103,36,2025-02-08 19:41:05+00:00
811,5,29,70,27,2024-11-19 13:45:33+00:00
812,5,33,171,31,2022-10-26 07:41:26+00:00
813,5,35,154,34,2023-07-19 21:39:48+00:00
814,5,37,104,20,2025-07-10 15:16:46+00:00
815,5,40,174,22,2025-03-17 14:10:33+00:00
816,5,43,146,11,2025-04-03 19:38:36+00:00
817,5,45,140,40,2024-01-22 12:00:36+00:00
818,5,46,86,10,2025-08-24 15:22:07+00:00
819,5,51,114,36,2025-07-21 03:28:26+00:00
820,5,53,93,24,2023-02-14 03:42:39+00:00
821,5,54,178,33,2024-07-11 19:02:01+00:00
822,5,55,99,47,2025-03-16 15:08:16+00:00
823,5,56,123,24,2025-02-28 00:21:09+00:00
824,5,57,176,29,2025-02-12 23:58:11+00:00
825,5,58,179,24,2023-12-29 07:23:12+00:00
826,5,61,143,53,2024-11-10 13:13:30+00:00
827,5,65,151,42,2023-10-24 03:34:59+00:00
828,5,66,151,47,2025-04-07 22:42:37+00:00
829,5,69,129,41,2024-06-27 13:59:23+00:00
830,5,71,110,63,2023-05-28 17:11:35+00:00
831,5,73,72,47,2024-07-04 21:23:44+00:00
832,5,79,66,42,2025-03-28 22:27:57+00:00
833,5,83,202,18,2025-07-08 19:18:02+00:00
834,5,84,228,20,2023-04-09 22:46:33+00:00
835,5,85,75,39,2024-01-17 11:51:39+00:00
836,5,87,59,49,2024-12-08 06:25:13+00:00
837,5,89,153,15,2023-09-25 21:55:18+00:00
838,5,90,39,24,2025-02-27 03:03:04+00:00
839,5,98,149,18,2023-01-13 17:28:42+00:00
840,5,99,81,43,2023-11-11 06:26:09+00:00
841,5,100,65,39,2025-08-13 11:08:55+00:00
842,5,101,43,49,2023-10-12 05:09:50+00:00
843,5,102,208,17,2023-09-09 07:35:43+00:00
844,5,103,26,9,2024-05-07 08:24:59+00:00
845,5,104,180,26,2022-09-15 02:40:56+00:00
846,5,105,185,14,2023-12-06 11:15:15+00:00
847,5,106,67,32,2023-08-19 00:09:01+00:00
848,5,107,186,31,2023-02-13 02:48:27+00:00
849,5,108,62,39,2025-05-22 18:17:28+00:00
850,5,110,128,42,2024-04-25 11:34:52+00:00
851,5,115,112,25,2022-10-12 20:24:34+00:00
852,5,116,124,12,2025-03-09 17:48:07+00:00
853,5,123,139,52,2024-01-28 22:20:10+00:00
854,5,125,156,20,2023-04-09 19:42:05+00:00
855,5,129,32,54,2023-03-26 17:18:04+00:00
856,5,136,93,31,2024-02-04 09:50:15+00:00
857,5,138,136,25,2024-03-30 21:40:38+00:00
858,5,141,125,56,2024-07-07 17:51:33+00:00
859,5,143,93,62,2024-11-22 17:39:32+00:00
860,5,145,146,39,2025-04-22 20:00:13+00:00
861,5,152,179,48,2025-04-02 00:20:58+00:00
862,5,157,185,42,2025-08-09 23:57:58+00:00
863,5,162,88,58,2024-11-21 14:42:40+00:00
864,5,164,114,22,2022-12-02 18:07:38+00:00
865,5,166,176,44,2024-02-26 11:46:51+00:00
866,5,169,121,35,2025-02-16 05:54:19+00:00
867,5,173,158,63,2023-05-25 20:19:05+00:00
868,5,174,119,15,2023-03-12 21:31:00+00:00
869,5,175,89,42,2023-02-08 07:55:47+00:00
870,5,176,111,24,2024-07-13 21:59:47+00:00
871,5,182,166,45,2024-06-02 01:29:07+00:00
872,5,187,111,38,2023-09-21 18:56:11+00:00
873,5,191,85,25,2025-08-19 03:39:51+00:00
874,5,192,103,14,2025-03-09 03:25:36+00:00
875,5,195,143,33,2023-12-10 18:51:05+00:00
876,5,196,93,36,2025-06-07 02:05:00+00:00
877,5,197,130,23,2025-05-14 09:51:35+00:00
878,5,200,87,22,2025-03-10 16:12:08+00:00
879,5,205,202,9,2025-05-03 23:52:54+00:00
880,5,207,117,46,2024-03-08 02:34:16+00:00
881,5,210,57,19,2023-08-26 15:21:05+00:00
882,5,214,63,7,2024-11-29 09:25:41+00:00
883,5,216,190,30,2024-04-11 08:58:04+00:00
884,5,218,53,23,2022-10-03 18:42:49+00:00
885,5,221,128,28,2024-04-18 02:53:42+00:00
886,5,224,64,40,2023-07-21 21:49:35+00:00
887,5,225,64,27,2024-08-07 05:23:18+00:00
888,5,226,126,22,2023-08-22 05:16:51+00:00
889,5,233,120,23,2023-01-16 06:29:54+00:00
890,5,234,273,26,2025-05-28 01:17:18+00:00
891,5,237,156,19,2023-08-14 04:52:55+00:00
892,5,238,49,30,2023-01-15 12:06:01+00:00
893,5,241,94,27,2025-01-26 12:10:39+00:00
894,5,242,113,45,2022-12-06 00:00:01+00:00
895,5,244,228,62,2022-12-20 13:34:05+00:00
896,5,245,118,59,2024-05-24 11:02:57+00:00
897,5,249,215,22,2025-01-09 03:39:11+00:00
898,5,255,85,30,2023-08-31 12:05:09+00:00
899,5,259,229,29,2023-10-16 14:37:58+00:00
900,5,261,98,52,2022-10-31 05:05:41+00:00
901,5,263,101,29,2024-06-23 16:14:49+00:00
902,5,265,147,34,2023-07-31 00:38:21+00:00
903,5,266,41,13,2022-09-29 22:50:27+00:00
904,5,271,153,10,2024-09-24 14:30:14+00:00
905,5,273,184,30,2024-07-01 00:40:24+00:00
906,5,274,126,35,2024-03-14 12:34:23+00:00
907,5,275,5,21,2024-12-13 00:26:22+00:00
908,5,276,48,35,2023-11-28 00:48:11+00:00
909,5,286,201,28,2023-08-30 23:42:39+00:00
910,5,287,115,7,2023-01-10 12:51:05+00:00
911,5,289,89,28,2022-10-30 22:15:35+00:00
912,5,290,100,40,2022-10-19 22:16:24+00:00
913,5,292,194,31,2025-07-05 15:16:08+00:00
914,5,293,135,8,2022-11-22 19:13:02+00:00
915,5,294,147,32,2023-08-24 01:59:45+00:00
916,5,295,7,36,2023-11-19 20:37:48+00:00
917,5,296,72,46,2023-08-17 19:32:35+00:00
918,5,300,139,32,2024-09-01 19:48:55+00:00
919,5,302,213,29,2023-02-13 20:40:22+00:00
920,5,303,93,32,2024-06-20 22:53:22+00:00
921,5,309,119,19,2024-11-25 03:54:41+00:00
922,5,314,146,38,2023-12-05 15:46:58+00:00
923,5,316,81,8,2023-06-07 22:18:04+00:00
924,5,317,184,51,2025-08-14 09:05:08+00:00
925,5,320,167,47,2025-04-27 12:58:26+00:00
926,5,322,221,37,2022-12-06 18:48:33+00:00
927,5,323,213,30,2024-06-22 04:28:24+00:00
928,5,324,65,33,2024-07-22 07:25:23+00:00
929,5,328,99,40,2024-03-03 05:23:14+00:00
930,5,329,226,39,2025-07-05 10:46:15+00:00
931,5,337,181,65,2023-05-17 19:19:55+00:00
932,5,339,226,35,2023-08-05 02:50:46+00:00
933,5,342,80,65,2025-09-08 02:13:45+00:00
934,5,347,56,6,2024-03-29 17:04:24+00:00
935,5,350,8,51,2023-07-10 01:51:09+00:00
936,5,354,32,30,2025-01-05 06:01:03+00:00
937,5,356,113,53,2024-12-02 13:43:31+00:00
938,5,360,38,34,2023-11-20 22:45:08+00:00
939,5,361,138,55,2023-04-27 02:40:31+00:00
940,5,363,106,38,2023-02-25 10:51:50+00:00
941,5,366,104,50,2024-06-09 02:22:11+00:00
942,5,367,177,28,2023-05-27 00:38:21+00:00
943,5,369,154,11,2025-02-06 22:32:12+00:00
944,5,370,125,20,2025-04-17 07:23:05+00:00
945,5,371,96,49,2024-11-29 10:39:27+00:00
946,5,376,250,37,2023-07-30 07:26:36+00:00
947,5,377,113,29,2022-10-24 15:42:22+00:00
948,5,379,167,31,2024-04-27 13:17:27+00:00
949,5,381,180,57,2023-08-14 14:10:06+00:00
950,5,383,159,28,2023-03-31 00:12:51+00:00
951,5,387,168,24,2024-04-08 15:59:05+00:00
952,5,389,17,51,2024-04-03 17:50:20+00:00
953,5,391,237,54,2023-08-20 13:51:37+00:00
954,5,392,101,26,2025-04-11 20:21:57+00:00
955,5,394,78,43,2023-01-16 04:18:14+00:00
956,5,396,98,55,2025-08-20 12:05:15+00:00
957,5,399,73,41,2024-09-04 11:55:44+00:00
958,5,400,135,38,2024-05-20 10:40:07+00:00
959,5,403,37,32,2023-05-25 09:43:51+00:00
960,5,405,137,28,2024-05-20 09:22:39+00:00
961,5,408,43,26,2023-09-03 10:17:25+00:00
962,5,410,64,39,2023-08-23 01:49:34+00:00
963,5,411,179,38,2024-06-25 05:41:56+00:00
964,5,412,143,31,2022-10-30 02:31:19+00:00
965,5,415,132,5,2023-05-01 17:39:24+00:00
966,5,416,125,47,2023-02-21 08:11:28+00:00
967,5,417,89,44,2023-09-11 09:20:42+00:00
968,5,420,30,34,2023-03-28 07:46:45+00:00
969,5,423,109,40,2022-12-27 19:36:37+00:00
970,5,424,129,67,2024-10-14 09:58:01+00:00
971,5,426,80,12,2024-01-19 15:16:07+00:00
972,5,430,80,35,2024-04-17 20:12:43+00:00
973,5,435,81,23,2024-08-02 09:24:48+00:00
974,5,437,25,13,2024-01-01 17:51:04+00:00
975,5,445,68,56,2025-04-29 17:04:48+00:00
976,5,448,71,75,2025-06-07 04:31:54+00:00
977,5,449,184,29,2022-09-09 11:21:29+00:00
978,5,450,169,49,2024-02-28 21:39:45+00:00
979,5,451,48,9,2025-08-30 02:40:38+00:00
980,5,452,208,19,2024-04-16 21:46:08+00:00
981,5,454,172,44,2024-09-16 06:32:39+00:00
982,5,456,19,43,2024-05-11 21:36:01+00:00
983,5,459,154,53,2025-03-23 23:47:03+00:00
984,5,460,118,40,2023-01-20 07:39:27+00:00
985,5,461,143,30,2023-09-25 07:53:20+00:00
986,5,462,219,48,2023-01-02 05:55:57+00:00
987,5,464,213,39,2025-03-21 05:45:10+00:00
988,5,468,190,19,2025-03-05 00:13:57+00:00
989,5,475,83,49,2024-03-19 02:25:49+00:00
990,5,476,106,27,2023-11-05 08:07:25+00:00
991,5,477,130,10,2024-11-24 04:13:53+00:00
992,5,478,130,41,2025-05-27 02:28:38+00:00
993,5,482,101,16,2023-04-27 09:53:39+00:00
994,5,483,226,40,2025-08-05 04:54:45+00:00
995,5,488,58,25,2025-04-14 12:40:58+00:00
996,5,489,23,7,2024-11-01 04:25:39+00:00
997,5,491,5,21,2023-02-25 12:25:46+00:00
998,5,493,146,45,2024-05-23 16:40:46+00:00
999,5,494,113,49,2023-01-16 16:02:02+00:00
1000,5,499,154,16,2025-08-13 04:34:31+00:00
1001,6,1,69,38,2025-06-19 22:55:08+00:00
1002,6,6,161,50,2023-11-28 05:58:13+00:00
1003,6,13,37,5,2023-08-03 16:57:19+00:00
1004,6,15,242,29,2023-07-27 06:42:08+00:00
1005,6,16,181,34,2025-08-14 19:01:42+00:00
1006,6,17,37,55,2024-04-26 18:25:57+00:00
1007,6,18,149,56,2024-09-22 02:27:13+00:00
1008,6,20,158,19,2024-04-08 14:16:14+00:00
1009,6,26,119,49,2023-07-22 11:28:13+00:00
1010,6,27,80,37,2024-12-09 05:09:39+00:00
1011,6,29,192,15,2023-10-21 19:26:57+00:00
1012,6,30,99,36,2023-10-02 03:29:14+00:00
1013,6,32,180,32,2024-11-28 21:30:37+00:00
1014,6,33,79,42,2025-06-02 15:04:15+00:00
1015,6,35,85,40,2023-01-19 12:25:41+00:00
1016,6,36,144,31,2024-06-27 20:56:17+00:00
1017,6,37,174,52,2024-04-15 23:41:01+00:00
1018,6,39,44,42,2023-11-08 22:32:44+00:00
1019,6,44,112,29,2025-07-18 04:57:58+00:00
1020,6,45,128,52,2025-04-23 13:21:57+00:00
1021,6,46,114,29,2024-07-29 12:15:19+00:00
1022,6,47,47,32,2023-12-11 12:59:13+00:00
1023,6,49,123,20,2023-01-19 08:32:16+00:00
1024,6,54,105,41,2023-12-10 21:30:16+00:00
1025,6,55,207,30,2025-02-04 17:12:47+00:00
1026,6,56,244,49,2022-10-13 00:05:22+00:00
1027,6,60,176,43,2023-05-09 22:31:36+00:00
1028,6,62,130,25,2024-05-31 03:48:17+00:00
1029,6,64,121,36,2023-08-27 19:19:49+00:00
1030,6,67,135,58,2024-12-27 18:33:30+00:00
