shipment_event_id,shipment_id,event_time,event_type,location
454,132,2025-08-19 17:54:11+00:00,label_created,Brazil
455,132,2025-08-20 07:54:11+00:00,picked_up,Japan
456,133,2025-06-21 03:55:22+00:00,label_created,Peru
457,133,2025-06-21 12:55:22+00:00,picked_up,Peru
458,133,2025-06-22 01:55:22+00:00,in_transit,Paraguay
459,134,2024-06-28 01:06:06+00:00,label_created,Canada
460,134,2024-06-28 10:06:06+00:00,picked_up,Japan
461,135,2024-10-13 11:09:24+00:00,label_created,Japan
462,135,2024-10-13 22:09:24+00:00,picked_up,Japan
463,135,2024-10-14 12:09:24+00:00,in_transit,Paraguay
464,136,2024-12-19 15:53:49+00:00,label_created,Japan
465,136,2024-12-20 08:53:49+00:00,picked_up,Japan
466,136,2024-12-20 15:53:49+00:00,in_transit,Paraguay
467,136,2024-12-21 03:53:49+00:00,customs_clearance,Australia
468,136,2024-12-21 14:53:49+00:00,out_for_delivery,Brazil
469,137,2024-03-02 04:29:52+00:00,label_created,Peru
470,137,2024-03-02 20:29:52+00:00,picked_up,India
471,137,2024-03-03 08:29:52+00:00,in_transit,Brazil
472,137,2024-03-03 17:29:52+00:00,customs_clearance,Brazil
473,137,2024-03-04 05:29:52+00:00,out_for_delivery,Australia
474,138,2023-12-30 12:18:09+00:00,label_created,Canada
475,138,2023-12-30 21:18:09+00:00,picked_up,Brazil
476,139,2024-11-07 11:07:24+00:00,label_created,Bolivia
477,139,2024-11-08 00:07:24+00:00,picked_up,Brazil
478,139,2024-11-08 14:07:24+00:00,in_transit,Canada
479,139,2024-11-09 01:07:24+00:00,customs_clearance,Australia
480,139,2024-11-09 11:07:24+00:00,out_for_delivery,Japan
481,140,2024-03-27 16:40:36+00:00,label_created,Brazil
482,140,2024-03-28 03:40:36+00:00,picked_up,Australia
483,141,2024-07-25 02:22:30+00:00,label_created,Peru
484,141,2024-07-25 12:22:30+00:00,picked_up,Brazil
485,141,2024-07-26 02:22:30+00:00,in_transit,Paraguay
486,142,2025-06-04 01:28:14+00:00,label_created,Netherlands
487,142,2025-06-04 11:28:14+00:00,picked_up,Bolivia
488,143,2025-05-03 01:53:33+00:00,label_created,India
489,143,2025-05-03 17:53:33+00:00,picked_up,Japan
490,143,2025-05-04 01:53:33+00:00,in_transit,Japan
491,144,2024-12-07 08:46:59+00:00,label_created,Netherlands
492,144,2024-12-08 00:46:59+00:00,picked_up,Japan
493,144,2024-12-08 07:46:59+00:00,in_transit,Japan
494,145,2023-09-02 17:39:48+00:00,label_created,Australia
495,145,2023-09-03 02:39:48+00:00,picked_up,Japan
496,146,2024-10-17 03:24:47+00:00,label_created,Bolivia
497,146,2024-10-17 15:24:47+00:00,picked_up,Brazil
498,147,2023-09-16 16:30:50+00:00,label_created,Paraguay
499,147,2023-09-17 05:30:50+00:00,picked_up,Australia
500,147,2023-09-17 15:30:50+00:00,in_transit,Peru
501,148,2025-05-18 02:03:42+00:00,label_created,Canada
502,148,2025-05-18 15:03:42+00:00,picked_up,Canada
503,149,2025-06-15 16:02:45+00:00,label_created,Japan
504,149,2025-06-16 08:02:45+00:00,picked_up,Paraguay
505,149,2025-06-16 15:02:45+00:00,in_transit,Peru
506,150,2024-08-19 19:44:10+00:00,label_created,Peru
507,150,2024-08-20 06:44:10+00:00,picked_up,Brazil
508,150,2024-08-20 19:44:10+00:00,in_transit,Japan
509,150,2024-08-21 03:44:10+00:00,customs_clearance,Japan
510,150,2024-08-21 14:44:10+00:00,out_for_delivery,Australia
511,151,2024-10-02 13:16:35+00:00,label_created,Australia
512,151,2024-10-03 03:16:35+00:00,picked_up,Peru
513,151,2024-10-03 15:16:35+00:00,in_transit,Canada
514,151,2024-10-04 05:16:35+00:00,customs_clearance,Bolivia
515,151,2024-10-04 14:16:35+00:00,out_for_delivery,Japan
516,152,2024-11-17 23:30:05+00:00,label_created,Australia
517,152,2024-11-18 11:30:05+00:00,picked_up,Peru
518,152,2024-11-18 18:30:05+00:00,in_transit,Netherlands
519,153,2023-11-17 17:00:19+00:00,label_created,New Zealand
520,153,2023-11-18 00:00:19+00:00,picked_up,Canada
521,153,2023-11-18 18:00:19+00:00,in_transit,Brazil
522,154,2025-06-20 01:04:33+00:00,label_created,Brazil
523,154,2025-06-20 11:04:33+00:00,picked_up,Japan
524,154,2025-06-21 02:04:33+00:00,in_transit,Brazil
525,154,2025-06-21 14:04:33+00:00,customs_clearance,Australia
526,155,2025-04-03 13:51:22+00:00,label_created,Brazil
527,155,2025-04-04 00:51:22+00:00,picked_up,New Zealand
528,155,2025-04-04 13:51:22+00:00,in_transit,Canada
529,156,2024-04-26 16:47:34+00:00,label_created,Paraguay
530,156,2024-04-27 05:47:34+00:00,picked_up,Paraguay
531,156,2024-04-27 17:47:34+00:00,in_transit,Brazil
532,156,2024-04-28 06:47:34+00:00,customs_clearance,Australia
533,156,2024-04-28 17:47:34+00:00,out_for_delivery,Peru
534,157,2024-09-03 11:12:33+00:00,label_created,India
535,157,2024-09-04 01:12:33+00:00,picked_up,Bolivia
536,157,2024-09-04 12:12:33+00:00,in_transit,Brazil
537,157,2024-09-05 00:12:33+00:00,customs_clearance,Netherlands
538,157,2024-09-05 15:12:33+00:00,out_for_delivery,Netherlands
539,158,2025-06-09 15:28:32+00:00,label_created,India
540,158,2025-06-10 03:28:32+00:00,picked_up,Australia
541,159,2025-03-07 01:45:57+00:00,label_created,Australia
542,159,2025-03-07 08:45:57+00:00,picked_up,Canada
543,159,2025-03-08 00:45:57+00:00,in_transit,Japan
544,160,2025-05-26 08:02:07+00:00,label_created,Netherlands
545,160,2025-05-26 21:02:07+00:00,picked_up,New Zealand
546,160,2025-05-27 10:02:07+00:00,in_transit,Netherlands
547,160,2025-05-27 21:02:07+00:00,customs_clearance,Canada
548,160,2025-05-28 06:02:07+00:00,out_for_delivery,Peru
549,161,2025-06-13 03:17:16+00:00,label_created,Brazil
550,161,2025-06-13 14:17:16+00:00,picked_up,Bolivia
551,161,2025-06-14 03:17:16+00:00,in_transit,India
552,161,2025-06-14 16:17:16+00:00,customs_clearance,Paraguay
553,162,2023-10-11 10:52:47+00:00,label_created,New Zealand
554,162,2023-10-11 22:52:47+00:00,picked_up,Japan
555,163,2024-01-18 19:01:06+00:00,label_created,Bolivia
556,163,2024-01-19 07:01:06+00:00,picked_up,Canada
557,163,2024-01-19 13:01:06+00:00,in_transit,Netherlands
558,163,2024-01-20 07:01:06+00:00,customs_clearance,India
559,164,2024-12-13 08:24:40+00:00,label_created,Australia
560,164,2024-12-13 21:24:40+00:00,picked_up,Canada
561,165,2024-10-22 10:42:10+00:00,label_created,Japan
562,165,2024-10-22 17:42:10+00:00,picked_up,Brazil
563,165,2024-10-23 05:42:10+00:00,in_transit,Peru
564,166,2024-09-06 01:01:41+00:00,label_created,Brazil
565,166,2024-09-06 15:01:41+00:00,picked_up,Brazil
566,166,2024-09-07 00:01:41+00:00,in_transit,Japan
567,167,2025-06-26 08:39:24+00:00,label_created,Brazil
568,167,2025-06-26 15:39:24+00:00,picked_up,Brazil
569,167,2025-06-27 02:39:24+00:00,in_transit,Canada
570,167,2025-06-27 20:39:24+00:00,customs_clearance,India
571,167,2025-06-28 03:39:24+00:00,out_for_delivery,Netherlands
572,168,2024-02-20 12:11:02+00:00,label_created,Canada
573,168,2024-02-20 23:11:02+00:00,picked_up,Netherlands
574,168,2024-02-21 13:11:02+00:00,in_transit,India
575,169,2025-05-17 14:07:46+00:00,label_created,Netherlands
576,169,2025-05-18 02:07:46+00:00,picked_up,India
577,170,2024-03-18 11:02:16+00:00,label_created,Canada
578,170,2024-03-18 18:02:16+00:00,picked_up,Japan
579,170,2024-03-19 07:02:16+00:00,in_transit,Peru
580,170,2024-03-19 20:02:16+00:00,customs_clearance,Canada
581,170,2024-03-20 07:02:16+00:00,out_for_delivery,Netherlands
582,171,2025-03-27 13:12:26+00:00,label_created,Australia
583,171,2025-03-28 02:12:26+00:00,picked_up,Brazil
584,171,2025-03-28 12:12:26+00:00,in_transit,Japan
585,171,2025-03-29 04:12:26+00:00,customs_clearance,Bolivia
586,172,2025-01-23 03:54:35+00:00,label_created,Peru
587,172,2025-01-23 12:54:35+00:00,picked_up,Brazil
588,173,2024-09-21 23:06:27+00:00,label_created,New Zealand
589,173,2024-09-22 13:06:27+00:00,picked_up,Australia
590,174,2024-12-25 11:21:16+00:00,label_created,Australia
591,174,2024-12-25 19:21:16+00:00,picked_up,India
592,175,2024-03-27 09:23:38+00:00,label_created,New Zealand
593,175,2024-03-27 23:23:38+00:00,picked_up,New Zealand
594,175,2024-03-28 13:23:38+00:00,in_transit,Japan
595,176,2025-05-18 12:26:38+00:00,label_created,Paraguay
596,176,2025-05-18 20:26:38+00:00,picked_up,Brazil
597,176,2025-05-19 14:26:38+00:00,in_transit,New Zealand
598,176,2025-05-19 21:26:38+00:00,customs_clearance,India
599,177,2024-08-20 12:07:16+00:00,label_created,New Zealand
600,177,2024-08-21 01:07:16+00:00,picked_up,New Zealand
601,177,2024-08-21 12:07:16+00:00,in_transit,Peru
602,177,2024-08-22 02:07:16+00:00,customs_clearance,Peru
603,178,2023-09-04 18:07:27+00:00,label_created,Canada
604,178,2023-09-05 08:07:27+00:00,picked_up,Bolivia
605,178,2023-09-05 15:07:27+00:00,in_transit,New Zealand
606,178,2023-09-06 02:07:27+00:00,customs_clearance,Peru
607,178,2023-09-06 20:07:27+00:00,out_for_delivery,India
608,179,2024-03-21 06:44:43+00:00,label_created,Peru
609,179,2024-03-21 15:44:43+00:00,picked_up,Netherlands
610,179,2024-03-22 02:44:43+00:00,in_transit,New Zealand
611,180,2024-09-05 10:26:09+00:00,label_created,Peru
612,180,2024-09-05 19:26:09+00:00,picked_up,Peru
613,181,2023-12-14 21:25:07+00:00,label_created,Paraguay
614,181,2023-12-15 04:25:07+00:00,picked_up,Brazil
615,181,2023-12-15 21:25:07+00:00,in_transit,Peru
616,182,2024-03-29 07:56:38+00:00,label_created,New Zealand
617,182,2024-03-29 17:56:38+00:00,picked_up,Peru
618,182,2024-03-30 04:56:38+00:00,in_transit,Peru
619,182,2024-03-30 17:56:38+00:00,customs_clearance,Australia
620,182,2024-03-31 03:56:38+00:00,out_for_delivery,Paraguay
621,183,2025-08-20 17:02:43+00:00,label_created,Canada
622,183,2025-08-21 02:02:43+00:00,picked_up,Brazil
623,184,2024-04-22 10:20:36+00:00,label_created,Japan
624,184,2024-04-23 00:20:36+00:00,picked_up,Canada
625,184,2024-04-23 12:20:36+00:00,in_transit,Peru
626,184,2024-04-24 01:20:36+00:00,customs_clearance,Bolivia
627,185,2025-04-03 16:41:05+00:00,label_created,Japan
628,185,2025-04-04 02:41:05+00:00,picked_up,Japan
629,185,2025-04-04 10:41:05+00:00,in_transit,India
630,185,2025-04-05 03:41:05+00:00,customs_clearance,Canada
631,185,2025-04-05 12:41:05+00:00,out_for_delivery,Canada
632,186,2023-12-02 20:12:46+00:00,label_created,Australia
633,186,2023-12-03 10:12:46+00:00,picked_up,New Zealand
634,186,2023-12-03 19:12:46+00:00,in_transit,India
635,186,2023-12-04 10:12:46+00:00,customs_clearance,Paraguay
636,186,2023-12-04 17:12:46+00:00,out_for_delivery,Netherlands
637,187,2024-11-21 18:47:46+00:00,label_created,Japan
638,187,2024-11-22 07:47:46+00:00,picked_up,Bolivia
639,187,2024-11-22 18:47:46+00:00,in_transit,Japan
640,187,2024-11-23 10:47:46+00:00,customs_clearance,India
641,188,2023-08-13 03:06:49+00:00,label_created,Canada
642,188,2023-08-13 16:06:49+00:00,picked_up,India
643,188,2023-08-14 05:06:49+00:00,in_transit,Japan
644,189,2025-06-05 12:07:23+00:00,label_created,Netherlands
645,189,2025-06-06 01:07:23+00:00,picked_up,Canada
646,190,2023-12-03 18:56:05+00:00,label_created,Australia
647,190,2023-12-04 02:56:05+00:00,picked_up,New Zealand
648,190,2023-12-04 13:56:05+00:00,in_transit,Japan
649,191,2025-02-23 22:13:12+00:00,label_created,Bolivia
650,191,2025-02-24 13:13:12+00:00,picked_up,Brazil
651,191,2025-02-25 00:13:12+00:00,in_transit,India
652,192,2025-05-06 03:27:56+00:00,label_created,Brazil
653,192,2025-05-06 17:27:56+00:00,picked_up,Netherlands
654,192,2025-05-07 06:27:56+00:00,in_transit,Brazil
655,192,2025-05-07 15:27:56+00:00,customs_clearance,Paraguay
656,192,2025-05-08 08:27:56+00:00,out_for_delivery,New Zealand
657,193,2024-06-02 15:21:10+00:00,label_created,Canada
658,193,2024-06-03 03:21:10+00:00,picked_up,Brazil
659,193,2024-06-03 16:21:10+00:00,in_transit,Canada
660,193,2024-06-04 00:21:10+00:00,customs_clearance,Japan
661,194,2023-08-19 04:16:15+00:00,label_created,Japan
662,194,2023-08-19 13:16:15+00:00,picked_up,Japan
663,195,2024-04-24 18:06:44+00:00,label_created,Japan
664,195,2024-04-25 04:06:44+00:00,picked_up,Japan
665,195,2024-04-25 17:06:44+00:00,in_transit,Bolivia
666,196,2024-08-12 15:00:08+00:00,label_created,Australia
667,196,2024-08-13 06:00:08+00:00,picked_up,Japan
668,196,2024-08-13 15:00:08+00:00,in_transit,Brazil
669,197,2025-08-31 15:39:15+00:00,label_created,Bolivia
670,197,2025-09-01 04:39:15+00:00,picked_up,Japan
671,197,2025-09-01 20:39:15+00:00,in_transit,Japan
672,197,2025-09-02 07:39:15+00:00,customs_clearance,Netherlands
673,197,2025-09-02 15:39:15+00:00,out_for_delivery,Japan
674,198,2025-09-03 05:51:36+00:00,label_created,Paraguay
675,198,2025-09-03 20:51:36+00:00,picked_up,Netherlands
676,199,2023-07-02 05:30:37+00:00,label_created,Brazil
677,199,2023-07-02 17:30:37+00:00,picked_up,Australia
678,199,2023-07-03 08:30:37+00:00,in_transit,Brazil
679,199,2023-07-03 17:30:37+00:00,customs_clearance,Peru
680,199,2023-07-04 07:30:37+00:00,out_for_delivery,Peru
681,200,2023-12-01 16:08:49+00:00,label_created,Bolivia
682,200,2023-12-02 06:08:49+00:00,picked_up,Bolivia
683,200,2023-12-02 16:08:49+00:00,in_transit,Brazil
684,200,2023-12-03 06:08:49+00:00,customs_clearance,India
685,201,2025-06-15 10:32:50+00:00,label_created,Japan
686,201,2025-06-15 21:32:50+00:00,picked_up,Paraguay
687,201,2025-06-16 10:32:50+00:00,in_transit,Bolivia
688,202,2024-04-02 10:42:48+00:00,label_created,Bolivia
689,202,2024-04-02 18:42:48+00:00,picked_up,Peru
690,202,2024-04-03 10:42:48+00:00,in_transit,Peru
691,202,2024-04-03 19:42:48+00:00,customs_clearance,Peru
692,203,2024-03-23 22:19:35+00:00,label_created,Japan
693,203,2024-03-24 11:19:35+00:00,picked_up,Japan
694,203,2024-03-24 20:19:35+00:00,in_transit,Australia
695,203,2024-03-25 09:19:35+00:00,customs_clearance,New Zealand
696,204,2024-12-19 16:27:51+00:00,label_created,Brazil
697,204,2024-12-20 02:27:51+00:00,picked_up,Brazil
698,204,2024-12-20 17:27:51+00:00,in_transit,Peru
699,204,2024-12-21 04:27:51+00:00,customs_clearance,Netherlands
700,204,2024-12-21 12:27:51+00:00,out_for_delivery,Netherlands
701,205,2024-07-07 14:09:10+00:00,label_created,Netherlands
702,205,2024-07-07 22:09:10+00:00,picked_up,New Zealand
703,206,2024-12-18 04:08:34+00:00,label_created,Paraguay
704,206,2024-12-18 15:08:34+00:00,picked_up,Peru
705,207,2025-07-07 07:24:42+00:00,label_created,India
706,207,2025-07-07 16:24:42+00:00,picked_up,New Zealand
707,207,2025-07-08 03:24:42+00:00,in_transit,Japan
708,207,2025-07-08 17:24:42+00:00,customs_clearance,Paraguay
709,207,2025-07-09 06:24:42+00:00,out_for_delivery,Paraguay
710,208,2024-03-07 01:19:42+00:00,label_created,Brazil
711,208,2024-03-07 10:19:42+00:00,picked_up,Japan
712,209,2025-03-18 15:21:34+00:00,label_created,Bolivia
713,209,2025-03-19 02:21:34+00:00,picked_up,New Zealand
714,209,2025-03-19 13:21:34+00:00,in_transit,Japan
715,209,2025-03-20 00:21:34+00:00,customs_clearance,Netherlands
716,210,2024-09-01 23:25:57+00:00,label_created,Brazil
717,210,2024-09-02 16:25:57+00:00,picked_up,Netherlands
718,210,2024-09-03 01:25:57+00:00,in_transit,Canada
719,210,2024-09-03 12:25:57+00:00,customs_clearance,Japan
720,211,2023-10-14 01:24:02+00:00,label_created,Japan
721,211,2023-10-14 18:24:02+00:00,picked_up,India
722,211,2023-10-15 04:24:02+00:00,in_transit,Japan
723,211,2023-10-15 18:24:02+00:00,customs_clearance,Brazil
724,212,2024-03-25 16:34:36+00:00,label_created,Bolivia
725,212,2024-03-26 03:34:36+00:00,picked_up,Brazil
726,212,2024-03-26 15:34:36+00:00,in_transit,Japan
727,212,2024-03-27 08:34:36+00:00,customs_clearance,Australia
728,212,2024-03-27 19:34:36+00:00,out_for_delivery,Paraguay
729,213,2025-03-01 04:28:10+00:00,label_created,Japan
730,213,2025-03-01 14:28:10+00:00,picked_up,Paraguay
731,214,2024-11-24 21:32:05+00:00,label_created,Bolivia
732,214,2024-11-25 06:32:05+00:00,picked_up,Japan
733,214,2024-11-25 23:32:05+00:00,in_transit,Brazil
734,214,2024-11-26 07:32:05+00:00,customs_clearance,Bolivia
735,215,2024-04-20 23:14:06+00:00,label_created,India
736,215,2024-04-21 07:14:06+00:00,picked_up,Paraguay
737,215,2024-04-21 23:14:06+00:00,in_transit,Brazil
738,216,2023-08-14 05:13:23+00:00,label_created,Brazil
739,216,2023-08-14 22:13:23+00:00,picked_up,Brazil
740,216,2023-08-15 09:13:23+00:00,in_transit,Japan
741,216,2023-08-15 16:13:23+00:00,customs_clearance,Japan
742,216,2023-08-16 06:13:23+00:00,out_for_delivery,Japan
743,217,2023-12-15 02:22:16+00:00,label_created,Japan
744,217,2023-12-15 17:22:16+00:00,picked_up,New Zealand
745,217,2023-12-15 23:22:16+00:00,in_transit,Canada
746,217,2023-12-16 17:22:16+00:00,customs_clearance,Japan
747,217,2023-12-17 01:22:16+00:00,out_for_delivery,Japan
748,218,2024-06-11 23:39:58+00:00,label_created,Bolivia
749,218,2024-06-12 13:39:58+00:00,picked_up,Brazil
750,218,2024-06-12 21:39:58+00:00,in_transit,Japan
751,219,2023-11-25 12:38:39+00:00,label_created,India
752,219,2023-11-25 22:38:39+00:00,picked_up,Japan
753,219,2023-11-26 11:38:39+00:00,in_transit,New Zealand
754,219,2023-11-26 23:38:39+00:00,customs_clearance,Peru
755,219,2023-11-27 16:38:39+00:00,out_for_delivery,Japan
756,220,2025-04-19 11:53:10+00:00,label_created,New Zealand
757,220,2025-04-20 03:53:10+00:00,picked_up,Netherlands
758,220,2025-04-20 14:53:10+00:00,in_transit,Canada
759,221,2025-03-14 23:13:35+00:00,label_created,Peru
760,221,2025-03-15 10:13:35+00:00,picked_up,Canada
761,221,2025-03-16 02:13:35+00:00,in_transit,New Zealand
762,221,2025-03-16 15:13:35+00:00,customs_clearance,Japan
763,222,2025-06-13 06:22:48+00:00,label_created,Peru
764,222,2025-06-13 18:22:48+00:00,picked_up,Australia
765,223,2023-11-15 01:55:51+00:00,label_created,Paraguay
766,223,2023-11-15 19:55:51+00:00,picked_up,Australia
767,224,2024-05-13 04:31:06+00:00,label_created,India
768,224,2024-05-13 17:31:06+00:00,picked_up,Brazil
769,224,2024-05-14 06:31:06+00:00,in_transit,Japan
770,224,2024-05-14 22:31:06+00:00,customs_clearance,Australia
771,225,2025-05-25 23:14:13+00:00,label_created,Netherlands
772,225,2025-05-26 09:14:13+00:00,picked_up,Peru
773,225,2025-05-26 21:14:13+00:00,in_transit,Paraguay
774,226,2025-07-09 05:35:56+00:00,label_created,Netherlands
775,226,2025-07-09 19:35:56+00:00,picked_up,Paraguay
776,227,2023-08-25 13:53:42+00:00,label_created,Brazil
777,227,2023-08-26 01:53:42+00:00,picked_up,Bolivia
778,227,2023-08-26 09:53:42+00:00,in_transit,Canada
779,227,2023-08-26 21:53:42+00:00,customs_clearance,Canada
780,228,2023-12-31 23:36:12+00:00,label_created,Japan
781,228,2024-01-01 15:36:12+00:00,picked_up,Japan
782,228,2024-01-02 01:36:12+00:00,in_transit,Brazil
783,228,2024-01-02 15:36:12+00:00,customs_clearance,Canada
784,228,2024-01-02 23:36:12+00:00,out_for_delivery,India
785,229,2023-10-07 05:33:23+00:00,label_created,Netherlands
786,229,2023-10-07 17:33:23+00:00,picked_up,Bolivia
787,229,2023-10-08 06:33:23+00:00,in_transit,Japan
788,229,2023-10-08 15:33:23+00:00,customs_clearance,New Zealand
789,230,2024-04-18 15:47:12+00:00,label_created,Australia
790,230,2024-04-19 00:47:12+00:00,picked_up,Peru
791,230,2024-04-19 12:47:12+00:00,in_transit,India
792,231,2025-08-22 05:03:54+00:00,label_created,Australia
793,231,2025-08-22 15:03:54+00:00,picked_up,Peru
794,231,2025-08-23 06:03:54+00:00,in_transit,Japan
795,231,2025-08-23 16:03:54+00:00,customs_clearance,Canada
796,231,2025-08-24 06:03:54+00:00,out_for_delivery,Canada
797,232,2025-05-28 12:07:11+00:00,label_created,Netherlands
798,232,2025-05-29 02:07:11+00:00,picked_up,India
799,232,2025-05-29 12:07:11+00:00,in_transit,Brazil
800,232,2025-05-30 02:07:11+00:00,customs_clearance,Bolivia
801,232,2025-05-30 16:07:11+00:00,out_for_delivery,Japan
802,233,2024-04-08 05:20:33+00:00,label_created,India
803,233,2024-04-08 17:20:33+00:00,picked_up,India
804,233,2024-04-09 03:20:33+00:00,in_transit,India
805,234,2024-03-30 15:04:19+00:00,label_created,Brazil
806,234,2024-03-31 07:04:19+00:00,picked_up,India
807,235,2025-07-13 20:32:17+00:00,label_created,Japan
808,235,2025-07-14 13:32:17+00:00,picked_up,Peru
809,235,2025-07-15 01:32:17+00:00,in_transit,India
810,235,2025-07-15 12:32:17+00:00,customs_clearance,Brazil
811,236,2025-07-20 07:19:54+00:00,label_created,Paraguay
812,236,2025-07-21 01:19:54+00:00,picked_up,Paraguay
813,236,2025-07-21 08:19:54+00:00,in_transit,Bolivia
814,237,2023-08-23 15:25:21+00:00,label_created,Netherlands
815,237,2023-08-24 01:25:21+00:00,picked_up,Japan
816,237,2023-08-24 16:25:21+00:00,in_transit,Japan
817,237,2023-08-25 01:25:21+00:00,customs_clearance,Paraguay
818,237,2023-08-25 16:25:21+00:00,out_for_delivery,Canada
819,238,2024-02-09 15:39:55+00:00,label_created,Japan
820,238,2024-02-09 22:39:55+00:00,picked_up,Canada
821,239,2024-03-30 01:37:06+00:00,label_created,Japan
822,239,2024-03-30 10:37:06+00:00,picked_up,New Zealand
823,239,2024-03-30 21:37:06+00:00,in_transit,Brazil
824,239,2024-03-31 08:37:06+00:00,customs_clearance,New Zealand
825,240,2024-08-20 17:31:48+00:00,label_created,Netherlands
826,240,2024-08-21 05:31:48+00:00,picked_up,India
827,240,2024-08-21 21:31:48+00:00,in_transit,Netherlands
828,241,2025-05-15 06:11:28+00:00,label_created,India
829,241,2025-05-15 14:11:28+00:00,picked_up,New Zealand
830,242,2025-07-26 23:51:10+00:00,label_created,Canada
831,242,2025-07-27 09:51:10+00:00,picked_up,Peru
832,243,2023-10-12 23:31:19+00:00,label_created,Paraguay
833,243,2023-10-13 15:31:19+00:00,picked_up,Paraguay
834,243,2023-10-14 02:31:19+00:00,in_transit,Japan
835,243,2023-10-14 09:31:19+00:00,customs_clearance,Paraguay
836,243,2023-10-15 02:31:19+00:00,out_for_delivery,New Zealand
837,244,2024-07-04 18:25:37+00:00,label_created,Australia
838,244,2024-07-05 06:25:37+00:00,picked_up,Netherlands
839,245,2024-08-21 16:55:36+00:00,label_created,Canada
840,245,2024-08-22 07:55:36+00:00,picked_up,India
841,246,2023-10-02 19:59:54+00:00,label_created,Canada
842,246,2023-10-03 10:59:54+00:00,picked_up,Paraguay
843,246,2023-10-03 20:59:54+00:00,in_transit,Brazil
844,247,2025-04-12 10:20:33+00:00,label_created,Bolivia
845,247,2025-04-12 23:20:33+00:00,picked_up,Japan
846,247,2025-04-13 08:20:33+00:00,in_transit,Netherlands
847,247,2025-04-13 20:20:33+00:00,customs_clearance,Bolivia
848,247,2025-04-14 06:20:33+00:00,out_for_delivery,Brazil
849,248,2024-10-08 05:55:23+00:00,label_created,Canada
850,248,2024-10-08 16:55:23+00:00,picked_up,Japan
851,248,2024-10-09 03:55:23+00:00,in_transit,Bolivia
852,249,2024-01-26 09:27:04+00:00,label_created,Peru
853,249,2024-01-26 19:27:04+00:00,picked_up,Netherlands
854,250,2025-08-31 15:57:58+00:00,label_created,Netherlands
855,250,2025-09-01 07:57:58+00:00,picked_up,India
856,251,2025-03-26 05:20:52+00:00,label_created,Brazil
857,251,2025-03-26 17:20:52+00:00,picked_up,New Zealand
858,251,2025-03-27 00:20:52+00:00,in_transit,Netherlands
859,252,2024-03-25 16:59:30+00:00,label_created,Canada
860,252,2024-03-26 04:59:30+00:00,picked_up,Australia
861,253,2025-05-25 07:08:21+00:00,label_created,Canada
862,253,2025-05-25 19:08:21+00:00,picked_up,Canada
863,253,2025-05-26 08:08:21+00:00,in_transit,Brazil
864,253,2025-05-26 19:08:21+00:00,customs_clearance,New Zealand
865,253,2025-05-27 06:08:21+00:00,out_for_delivery,Australia
866,254,2025-04-27 18:33:45+00:00,label_created,Bolivia
867,254,2025-04-28 06:33:45+00:00,picked_up,New Zealand
868,254,2025-04-28 22:33:45+00:00,in_transit,Australia
869,254,2025-04-29 06:33:45+00:00,customs_clearance,Japan
870,254,2025-04-29 20:33:45+00:00,out_for_delivery,Paraguay
871,255,2024-05-23 19:14:36+00:00,label_created,India
872,255,2024-05-24 04:14:36+00:00,picked_up,Japan
873,255,2024-05-24 20:14:36+00:00,in_transit,Japan
874,256,2025-09-05 00:54:05+00:00,label_created,Netherlands
875,256,2025-09-05 08:54:05+00:00,picked_up,Japan
876,256,2025-09-05 19:54:05+00:00,in_transit,New Zealand
877,256,2025-09-06 13:54:05+00:00,customs_clearance,Brazil
878,257,2024-06-05 10:36:52+00:00,label_created,Canada
879,257,2024-06-05 17:36:52+00:00,picked_up,Japan
880,257,2024-06-06 08:36:52+00:00,in_transit,New Zealand
881,257,2024-06-06 18:36:52+00:00,customs_clearance,Canada
882,257,2024-06-07 05:36:52+00:00,out_for_delivery,Japan
883,258,2025-06-27 22:19:45+00:00,label_created,Brazil
884,258,2025-06-28 15:19:45+00:00,picked_up,Peru
885,258,2025-06-29 00:19:45+00:00,in_transit,India
886,259,2024-12-23 20:19:01+00:00,label_created,Brazil
887,259,2024-12-24 14:19:01+00:00,picked_up,Peru
888,259,2024-12-25 00:19:01+00:00,in_transit,New Zealand
889,259,2024-12-25 10:19:01+00:00,customs_clearance,Paraguay
890,260,2024-07-25 14:32:55+00:00,label_created,Japan
891,260,2024-07-26 04:32:55+00:00,picked_up,Paraguay
892,260,2024-07-26 15:32:55+00:00,in_transit,Peru
893,261,2024-09-26 10:54:49+00:00,label_created,Brazil
894,261,2024-09-26 22:54:49+00:00,picked_up,Canada
895,261,2024-09-27 09:54:49+00:00,in_transit,Japan
896,262,2024-07-13 21:49:48+00:00,label_created,New Zealand
897,262,2024-07-14 11:49:48+00:00,picked_up,Japan
898,262,2024-07-14 23:49:48+00:00,in_transit,Japan
899,262,2024-07-15 11:49:48+00:00,customs_clearance,Japan
900,262,2024-07-16 02:49:48+00:00,out_for_delivery,Canada
901,263,2025-01-27 19:52:17+00:00,label_created,Bolivia
902,263,2025-01-28 04:52:17+00:00,picked_up,Brazil
903,263,2025-01-28 14:52:17+00:00,in_transit,Peru
904,263,2025-01-29 05:52:17+00:00,customs_clearance,Netherlands
905,263,2025-01-29 14:52:17+00:00,out_for_delivery,Paraguay
906,264,2024-05-04 12:44:31+00:00,label_created,Australia
